1,17
2,15
3,98
4,161
5,71
6,64
7,99
8,40
9,25
10,216
11,196
12,143
13,36
14,35
15,20
16,7
17,81
18,86
19,69
20,126
21,60
22,21
23,8
24,153
25,158
26,149
27,56
28,189
29,85
30,19
31,181
